id,En_symbol,part of,math,math formula,Tex formula,unit of measure,vars,Ro description,En description,En wiki
,,m,l,,,,,lungimea conturului peliculei de lichid asupra căruia acţioneaza forţa uniform repartizată,the lenght of the liquid film on which force act uniformly,
,,m,F_e,k * y,k * y,N,,Forţa elastică,elastic force,
,,m,vec F_e,- k * vec y,- k * \vec y,N,,Forţa elastică,elastic force,
,,m,k,,,,,constanta elastică,elastic constant,
,,m,y,,,,,deformare elastică (alungire sau comprimare),elastic deformation (streching or compression),
,,m,vec y,,,,,elongaţie,elongation,
,,m,f,mu * {I_1*I_2} / {2*pi*d},\mu * {I_1*I_2} / {2*\pi*d},N * m^{-1},,"forţa pe unitatea de lungime a conductorului, Forţa electrodinamică","force per unit length of the conductor, electrodynamic force",
,,m,f,{F} / {l},{F} / {l},N * m^{-1},,"forţa pe unitatea de lungime a conductorului, Forţa electrodinamică","force per unit length of the conductor, electrodynamic force",
,,m,mu,,,,,permeabilitatea magnetică absolută a mediului,the absolute magnetic permeability of the environment,
,,m,"I_1, I_2 ",,,,,intensitatea curentului electric prin două conductoare rectilinii ,the intensity of the electrical current thru two rectilinear conductors,
,,m,d,,,,,distanţa dintre conductoare,the distance between the conductors,
,,"e,mg",F,B*I * l*sin(alpha),B*I * l*\sin \alpha,N,,Forţa electromagnetică  ,the electromagnetic force,
,,"e,mg",vec F,I * vec l xx vec B,I * \vec l xx \vec B,,,Forţa electromagnetică,the electromagnetic force,
,,"e,mg",vec B,,,,,inducţia unui câmp magnetic uniform,an uniform magnetic field induction,
,,"e,mg",I,,,,,intensitatea curentului electric  ,electricity intensity,
,,"e,mg",l,,,,,lungimea conductorului aflat în câmpul magnetic,conductor's lenght in magnetic filed,
,,"e,mg",alpha,,,,,unghiul alfa - unghiul dintre vector I*I si vector B,alpha angle-the angle between vector I*I and vector B,
,,m,vec F_{12},- vec F_{21},- \vec F_{21},N,,forţa exercitată de punctul material de masă m1 asupra punctului de masă m2 într-un sistem de două particule,the force exercised by the material mass point m1 to the mass point m2 in a two-particles system ,
,,m,vec F_{21},,,N,,forţa exercitată de punctul material de masă m1 asupra punctului de masă m2 într-un sistem de două particule,the force exercised by the material mass point m1 to the mass point m2 in a two-particles system ,
,,"e,mg",f,q * v * B * sin(alpha),q * v * B * \sin \alpha,N,,Forţa Lorentz,the Lorentz force,
,,"e,mg",vec f,q * vec v xx B,q * \vec v xx B,N,,Forţa Lorentz,the Lorentz force,
,,"e,mg",q,,,,,sarcina electrică a unei particule,the electric charge of a particle,
,,"e,mg",vec v,,,,,viteza particulei,particle velocity,
,,"e,mg",vec B,,,,,inducţia câmpului magnetic uniform,uniform magnetic field induction,
,,"e,mg",alpha,,,,,unghiul dintre vectorii ν si B,the angle between the vectors ν and B,
,,"m,e,r",v,{n} / {t},{n} / {t},s^{-1},,Frecvenţa de rotaţie,the frequency of rotation,
,,"m,e,r",v,{1} / {T},{1} / {T},s^{-1},,Frecvenţa de rotaţie,the frequency of rotation,
,,"m,e,r",v,{omega} / {2*pi},{\omega} / {2*\pi},s^{-1},,Frecvenţa de rotaţie,the frequency of rotation,
,,"m,e,r",n,,,,,numărul de rotaţie,uniform magnetic field induction,
,,"m,e,r",omega,,,,,viteza unghiulară,angular velocity,
,,"m,e,r",t,,,,,timpul în care se efectuează rotaţiile,the time during the rotations are effectuated,
,,"m,e,r",T,,,,,perioada mişcarii circulare uniforme,the period of the circular uniform movement ,
,,m,vec G,m * vec g,m * \vec g,N,,Greutatea (forţa gravitaţională),weight (gravity),
,,m,m,,,,,masa corpului,mass,
,,m,vec g,,,,,acceleraţia gravitaţională,gravitational acceleration,
,,"o,r",X,{ln 2} / {mu},{\ln 2} / {\mu},m,,Grosime de injumătătire,half thickness,
,,"o,r",mu,,,,,coeficient de atenuare liniară,linear attenuation coefficient,
,,o,G,{tan(alpha_2)} / {tan(alpha_1)},{\tan \alpha_2} / {\tan \alpha_1},,,Grosismentul (mărire unghiulară),magnification (zoom angle),
,,o,alpha_1,,,,,unghiul sub care se vede un obiect privit cu ochiul liber,the angle thru which is seen an object by naked eye,
,,o,alpha_2,,,,,unghiul sub care se vede un obiect prin instrument,the angle thru which is seen an object by instrument,
,,o,G,f_{ob} * P_{oc},f_{ob} * P_{oc},,,grosismentul lunetei,magnification of the telescope,
,,o,f_{ob},,,,,distanţa focală a obiectivului lunetei,focal lenght of the object of the telescope,
,,o,P_{oc},,,,,puterea optică a ocularului lunetei,optical power of the ocular of the telescope,
,,o,G,P * delta,P * \delta,,,grosismentul microscopului,microscope's magnification ,
,,o,G,P / 4,P / 4,,,grosismentul microscopului,microscope's magnification ,
,,o,P,,,,,puterea optică a microscopului,optical power of the microscope,
,,o,delta,0.25,0.25,m,,distanţa minimă de vedere clară,minimum distance of the clear view,
,,e,I,{n*E} / {R + n*r},{n*E} / {R + n*r},A,,intensitatea curentului prin circuit din gruparea generatoarelor identice in serie,the intensity of the electrical current thru the circuit of the paralel identic generators,
,,e,I,{E} / {R + {r} / {n}},{E} / {R + {r} / {n}},A,,intensitatea curentului prin circuit din gruparea generatoarelor identice in paralel,the intensity of the electrical current thru the circuit of the paralel identic generators,
,,e,n,,,,,numărul de generatoare,the number of generators,
,,e,R,,,,,rezistenţa circuitului exterior,the resistance of the external circuit,
,,e,r,,,,,rezistenţa interioară a generatorului,the internal resistance of the generator,
,,o,E,{Delta phi} / {Delta A},{\Delta \phi} / {\Delta A},lx,,Iluminarea,enlightenment,
,,o,E,{I} / {r^2},{I} / {r^2},lx,,Iluminarea,enlightenment,
,,o,Delta phi,,,,,fluxul luminos,luminous flux,
,,o,Delta A,,,,,aria pe care cade normal fluxul,the area where the flux go normal,
,,o,I,,,,,intensitatea luminoasă,luminous intensity,
,,o,r,,,,,distanţa de la sursă la suprafaţa iluminată normal,the distance from the source to the normal illuminated surface ,
,,o,E_e,{Delta phi_e} / {Delta A},{\Delta \phi_e} / {\Delta A},W * m^{-2},,Iluminarea energetică,energetic enlightenment,
,,o,E_e,{I_e} / {r^2},{I_e} / {r^2},W * m^{-2},,Iluminarea energetică,energetic enlightenment,
,,o,E_e,{I_e} / {r^2} * cos(alpha),{I_e} / {r^2} * \cos \alpha,W * m^{-2},,Iluminarea energetică,energetic enlightenment,
,,o,I_e,,,,,intensitatea energetică,energetic intensity,
,,o,r,,,,,distanţa de la sursa punctiformă la suprafaţă,the distance from the source point to the surface,
,,o,alpha,,,,,unghiul format de axa conului de lumină cu normala la suprafaţă,the angle between the axis of the cone of the light and the surface normal,
,,o,Z,sqrt {R^2 + (X_L - X_C)^2},\sqrt {R^2 + (X_L - X_C)^2},Omega,,impedanţa circuitului de curent alternativ serie RLC,the impedance of the AC circuit serial RLC,
,,o,Z,{1} / sqrt { {1} / {R^2} + ({1} / {X_L} - {1} / {X_C})^2},{1} / \sqrt { {1} / {R^2} + ({1} / {X_L} - {1} / {X_C})^2},Omega,,impedanţa circuitului de curent alternativ paralel RLC,the impedance of the AC circuit parallel RLC,
,,o,R,,,,,rezistenţa ohmică,ohmic resistance,
,,o,X_L,,,,,reactanţa inductivă,inductive reactance,
,,o,X_C,,,,,reactanţa capacitivă,capacitive reactance,
,,e,Z_0,sqrt {L / C},\sqrt {L / C},Omega,,Impedanţa caracteristică a circuitului serie,the characteristic impedance of the circuit series,
,,e,Z_0,R * Q,R * Q,Omega,,Impedanţa caracteristică a circuitului serie,the characteristic impedance of the circuit series,
,,e,L,,,,,inductanţa bobinei,the inductance of the coil,
,,e,C,,,,,capacitatea condensatorului,the capacity of the condenser,
,,e,R,,,,,rezistenţa ohmica a rezistorului,ohmic resistance of the resistor,
,,e,Q,,,,,factor de calitate (supratensiune) al circuitului,quality factor (over-pressure) of the circuit,
,,"m,c",vec p,m * vec v,m * \vec v,kg * m * s^{-1},,impulsul punctului material (nerelativist),material point impulse (nonrelativistic),
,,"m,c",m,,,,,masa,mass,
,,"m,c",vec v,,,,,viteza,velocity,
,,"m,c",vec p,{m_0 * vec v} / {sqrt {1 - {v^2} / {c^2}}},{m_0 * \vec v} / {\sqrt {1 - {v^2} / {c^2}}},kg * m * s^{-1},,impulsul (relativist),impulse (relativistic),
,,"m,c",m_0,,,,,masa de repaus,rest mass,
,,"m,c",c,,,,,viteza luminii în vid,the velocity of light in vacuum,
,,"m,c",v,,,,,viteza corpului,body velocity  ,
,,"m,c",vec p,m * vec v_{CM},m * \vec v_{CM},kg * m * s^{-1},,impulsul centrului de masă al unui sistem de două particule; impulsul total al sistemului,mass center impulse of a two-particles system; total impulse of the system ,
,,"m,c",vec p,m_1 * vec v_1 + m_2 * vec v_2,m_1 * \vec v_1 + m_2 * \vec v_2,kg * m * s^{-1},,impulsul centrului de masă al unui sistem de două particule; impulsul total al sistemului,mass center impulse of a two-particles system; total impulse of the system,
,,"m,c",vec p,vec p_1 + vec p_2,\vec p_1 + \vec p_2,kg * m * s^{-1},,impulsul centrului de masă al unui sistem de două particule; impulsul total al sistemului,mass center impulse of a two-particles system; total impulse of the system,
,,"m,c",m,m_1 + m_2,m_1 + m_2,,,masa sistemului,system's mass,
,,"m,c",m,,,,,masa sistemului,system's mass,
,,"m,c",vec v_{CM},,,,,viteza centrului de masă,mass center velocity,
,,"m,c",m_1,,,,,masele particulei m1,particle m1's mass,
,,"m,c",m_2,,,,,masele particulei m2,particle m2's mass,
,,"m,c",vec v_1,,,,,viteza particulei m1,particle m1's velocity,
,,"m,c",vec v_2,,,,,viteza particulei m2,particle m2's velocity,
,,m,vec H,vec F_m * Delta t,\vec F_m * \Delta t,N * s,,Impulsul forţei,the force impulse,
,,m,vec F_m,,,,,forţa medie,average force,
,,m,Delta t,,,,,intervalul de timp în care are loc variaţia vitezei unui punct material,time interval for velocity variation of a material point,
,,"m,c",p,m * c,m * c,kg * m * s^{-1},,modulul impulsului unui foton,a photon pulse module,
,,"m,c",p,{bar h * nu} / {c},{\bar h * \nu} / {c},kg * m * s^{-1},,modulul impulsului unui foton,a photon pulse module,
,,"m,c",p,bar h / lambda,\bar h / \lambda,kg * m * s^{-1},,modulul impulsului unui foton,a photon pulse module,
,,"m,c",m,,,,,masa fotonului,photon mass,
,,"m,c",c,,,,,viteza luminii în vid,the velocity of light in vacuum,
,,"m,c",bar h,,,,,constanta lui Planck,Planck's constant,
,,"m,c",nu,,,,,frecvenţa radiaţiei,radiation's frequency,
,,"m,c",lambda,,,,,lungimea de undă a radiaţiei,the wavelength of the radiation,
,,"m,c",p,bar h / lambda,\bar h / \lambda,kg * m * s^{-1},,Impulsul unei particule (ipoteza de Broglie),the impulse of a particle (de Broglie hypothesis),
,,"m,c",bar h,,,,,constanta lui Planck,Planck's constant,
,,"m,c",lambda,,,,,lungimea de undă asociată unei particule în mişcare,the wavelength associated to a moving particle,
,,o,n,c / v,c / v,,,indice de refracţie absolut,absolute refractive index,
,,o,n,sqrt {epsilon_r * mu_r},\sqrt {\epsilon_r * \mu_r},,,indice de refracţie absolut,absolute refractive index,
,,o,c,,,,,viteza luminii în vid,the velocity of light in vacuum,
,,o,v,,,,,viteza luminii în mediul de indice n,the velocity of the light in the index n environment,
,,o,epsilon_r,,,,,permitivitatea electrică relativă a mediului,electrical relative permitivity of the environment,
,,o,mu_r,,,,,permeabilitatea magnetică relativă a mediului,relative magnetic permeability of the environment,
,,o,n_{21},n_2 / n_1,n_2 / n_1,,,indice de refracţie relativ al mediului 2 faţă de mediul 1,relative refractive index of the Medium 2 to the Medium 1,
,,o,n_{21},v_1 / v_2,v_1 / v_2,,,indice de refracţie relativ al mediului 2 faţă de mediul 1,relative refractive index of the Medium 2 to the Medium 1,
,,o,n_{21},sin(i)/ sin(r),\sin i / \sin r,,,indice de refracţie relativ al mediului 2 faţă de mediul 1,relative refractive index of the Medium 2 to the Medium 1,
,,o,n_{21},sin(l),\sin l,,,indice de refracţie relativ al mediului 2 faţă de mediul 1,relative refractive index of the Medium 2 to the Medium 1,
,,o,"n_1,n_2",,,,,indicii de refracţie absoluţi ai mediilor 1 şi 2,absolute refractive indexs of the medium 1 and 2,
,,o,"v_1,v_2",,,,,vitezele de propagare a luminii în mediile 1 şi 2,velocity of the light propagation in the medium 1 and 2,
,,o,n,{sin ({delta_m + A} / {2} )} / {sin (A/2)},{\sin ({\delta_m + A} / {2} )} / {\sin (A/2)},,,indicele de refracţie al prismei optice,the refractive index of the optical prism,
,,o,l,,,,,unghi limită,limit angle,
,,o,A,,,,,unghiul prismei optice,angle optical prism,
,,o,delta_m,,,,,unghi de deviaţie minimă al unei prisme optice,the minimum deviation angle of an optical prism,
,,"e,mg",L,{mu * N^2 * S} / {l},{\mu * N^2 * S} / {l},H,,Inductanţa proprie a unei bobine (circuit electric),the own inductance of a coil (electric circuit),
,,"e,mg",L,phi / I,\phi / I,H,,Inductanţa proprie a unei bobine (circuit electric),the own inductance of a coil (electric circuit),
,,"e,mg",N,,,,,numărul de spire,the number of the whirls,
,,"e,mg",S,,,,,aria suprafeţei unei spire,the surface area of ​​a whirl,
,,"e,mg",l,,,,,lungimea bobinei ,coil length,
,,"e,mg",phi,,,,,flux magnetic,magnetical flux,
,,"e,mg",I,,,,,intensitatea curentului electric,electrical current intensity,
,,"e,mg",mu,,,,,permeabilitatea magnetică a miezului bobinei,magnetic permeability of the core of the coil,
,,"e,mg",B,{F_{max}} / {I*l},{F_{max}} / {I*l},T,,inductia magnetică a unui câmp magnetic omogen,magnetic induction of a homogeneous magnetic field,
,,"e,mg",B,{f} / {q*v},{f} / {q*v},T,,inductia magnetică a unui câmp magnetic omogen,magnetic induction of a homogeneous magnetic field,
,,"e,mg",F_{max},,,,,forţa electromagnetică maximă,the maximum electromagnetic force,
,,"e,mg",I,,,,,intensitatea curentului electric,electrical current intensity,
,,"e,mg",l,,,,,lungimea conductorului aflat în câmp,the length of the conductor found in the field,
,,"e,mg",F_{max},,,,,forţa Lorentz,Lorentz force,
,,"e,mg",q,,,,,sarcina electrică a unei particule (corp de probă),the electric charge of a particle (test body),
,,"e,mg",v,,,,,viteza constantă a particulei în direcţie transversală pe liniile de câmp,the constant velocity of the particle in the transverse direction of the field lines,
,,"e,mg",B,mu * {I} / {2*pi*r},\mu * {I} / {2*\pi*r},T,,a) inducţia magnetică a unui câmp generat de un conductor rectiliniu parcurs de curent electric,a) magnetic induction of a field generated by a straight conductor passed by electric current ,
,,"e,mg",mu,,,,,permeabilitatea magnetică a mediului,the magnetic permeability of the environment,
,,"e,mg",I,,,,,intensitatea curentului electric,electrical current intensity,
,,"e,mg",r,,,,,distanţa faţă de conductor,distance from the conductor,
,,"e,mg",B,mu * {I} / {2*r},\mu * {I} / {2*r},T,,b) inducţia magnetică în centrul unei spire parcurse de curent electric,b) magnetic induction in the centre of a coil passed by electric current,
,,"e,mg",mu,,,,,permeabilitatea magnetică a mediului,the magnetic permeability of the environment,
,,"e,mg",r,,,,,raza spirei,coil radius,
,,"e,mg",B,mu * {N*I} / {l},\mu * {N*I} / {l},T,,c) inducţia magnetica în interiorul unui solenoid parcurs de curent electric (bobină),c) magnetic induction inside of a solenoid passed by electric current (coil),
,,"e,mg",N,,,,,numărul de spire,the number of coils,
,,"e,mg",I,,,,,intensitatea curentului electric,the intensity of the electric current,
,,"e,mg",l,,,,,lungimea solenoidului,the lenght of the solenoid,
,,"e,o,r",vec E,{vec F} / {q},{\vec F} / {q},V * m^{-1},,Intensitatea câmpului electric,electric field strength,
,,"e,o,r",E,{Q} / {4*pi*epsilon*r^2},{Q} / {4*\pi*\epsilon*r^2},,,Intensitatea câmpului electric,electric field strength,
,,"e,o,r",vec F,,,,,forţa de interacţiune electrică,electrical interaction field,
,,"e,o,r",q,,,,,sarcina electrică a corpului de probă aflat în câmp,electric load of the test body found in the field,
,,"e,o,r",Q,,,,,sarcina electrică a generatorului de câmp,electric field of the field generator ,
,,"e,o,r",r,,,,,distanţa dintre sarcinile punctiforme Q şi q,the distance between the load point Q and q,
,,"e,o,r",epsilon,,,,,permitivitatea electrică a mediului,electrical permitivity of the environment,
,,"e,o,r",E,U / d,U / d,V * m^{-1},,a) intensitatea câmpului electric al condensatorului plan,a) electric field intensity of the plan capacitor,
,,"e,o,r",U,,,,,tensiunea electrică a unui condensator plan,electric tension of a plan capacitor,
,,"e,o,r",d,,,,,distanţa dintre armăturile condensatorului,the distance between the capacitor's fittings,
,,"e,o,r",E_k,E_{k^0} * sin(omega*t + varphi_{0_k} - {2*pi*r_k} / {T*c}),E_{k^0} * \sin(\omega*t + \varphi_{0_k} - {2*\pi*r_k} / {T*c}),,,b) intensitatea câmpului electric emis de un dipol k,b) the intensity of the electric field emitted by a dipole k,
,,"e,o,r",E,,,,,elongaţia câmpului electric ,the elongation of the electric field,
,,"e,o,r",E_{k^0},,,,,amplitudinea câmpului electric,the amplitude of the electric field,
,,"e,o,r",omega,,,,,pulsaţia,pulsation,
,,"e,o,r",varphi_0,,,,,faza iniţială,the initial phase,
,,"e,o,r",r,,,,,distanţa faţă de dipol,the distance to the dipole,
,,"e,o,r",T,,,,,perioada,period,
,,"e,o,r",c,,,,,viteza luminii în vid,the velocity of light in vacuum,
,,"e,o,r",E,2*E_0* cos({2*pi} / {T} * {r_2 - r_1} / {2*c} ) * sin ({2*pi} / {T} * (t- {r_1 + r_2} / {2*c})),2*E_0* \cos({2*\pi} / {T} * {r_2 - r_1} / {2*c} ) * \sin ({2*\pi} / {T} * (t- {r_1 + r_2} / {2*c})),,,c) intensitatea câmpului electric rezultant în dispozitivul interterenţial Young,c) the intensity of the electric field resulting in the Young interferential device,
,,"e,o,r",E,,,,,elongaţia câmpului rezultant,the elongation of the resulting field,
,,"e,o,r",e_0,,,,,amplitudinea câmpului electric al undelor care interferă,the amplitude of the electric field of the waves that interfere,
,,"e,o,r",r_1,,,,,distanţele de la surse la punctul de interferenţă,distance from the sources to the interference point,
,,"e,o,r",T,,,,,perioada,period,
,,"e,o,r",c,,,,,viteza luminii in vid,velocity of the light in vacuum,
,,m,vec Gamma,{vec F} / {m},{\vec F} / {m},N * kg^{-1},,Intensitatea câmpului gravitaţional,the intensity of the gravitational field,
,,m,Gamma,k * {M} / {r^2},k * {M} / {r^2},N * kg^{-1},,intensitatea câmpului gravitaţional,the intensity of the gravitational field,
,,m,vec F,,,,,forţa de atracţie universală,universal force of attraction,
,,m,mu,,,,,masa corpului de probă,trial mass,
,,m,M,,,,,masa generatoare de câmp,field generator mass,
,,m,r,,,,,"distanţa dintre centrele corpurilor de mase m, M","distance between mass bodies m, M",
,,e,I,[Q} / {t},[Q} / {t},A,,Intensitatea curentului electric,electric current intensity,
