id,en_symbol,part_of,math_symbol,math_formula,tex_formula,unit,vars,ro_description,en_description,wiki,auto_translation,poswiki
,,a,m,,,,,număr cuantic magnetic,magnetic quantum number,https://en.wikipedia.org/wiki/Quantum_number,magnetic quantum number,
,,a,l,,,,,număr cuantic orbital,orbital magnetic number,https://en.wikipedia.org/wiki/Magnetic_moment,orbital quantum number,
,,c ,Delta p * Delta x,&gt;= (bar h)/(2 * pi),&gt;= (\bar h)/(2 * \pi),J * s,,Relaţia de nedeterminare (incertitudine) a lui Heisenberg,The relation of indeterminacy (uncertainty) of Heisenberg,https://en.wikipedia.org/wiki/Uncertainty_principle,The relation of indeterminacy (uncertainty) of Heisenberg,
,,c ,Delta E * Delta t,&gt;= (bar h)/(2 * pi),&gt;= (\bar h)/(2 * \pi),J * s,,Relaţia de nedeterminare (incertitudine) a lui Heisenberg,The relation of indeterminacy (uncertainty) of Heisenberg,https://en.wikipedia.org/wiki/Uncertainty_principle,The relation of indeterminacy (uncertainty) of Heisenberg,
,,c ,h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant,Planck's constant,
,,c ,Delta p  ,,,,,intervalul de nedeterminare a impulsului particulei,the interval of indeterminacy of the particle's impulse,https://en.wikipedia.org/wiki/Impulse_(physics),Pulse particle range of indeterminacy,
,,c ,Delta x,,,,,intervalul de nedeterminare a poziţiei particulei,the interval of indeterminacy of the particle's position,https://en.wikipedia.org/wiki/Position,indeterminacy range of particle position,
,,c ,Delta E  ,,,,,intervalul de nedeterminare a energiei particulei,the interval of indeterminacy of the particle's energy,https://en.wikipedia.org/wiki/Energy,determination of particle energy range,
,,c ,Delta t,,,,,intervalul de nedeterminare a timpului,the interval of indeterminacy of the time,,indeterminacy interval of time,
,,t,C_p,C_v + R,C_v + R,J * mol^{-1} * K^{-1},,Relaţia Robert Mayer,the Robert Mayer relation,,Relationship Robert Mayer,
,,t,C_p,,,,,căldură molară la presiunea constantă,molar heat at constant pressure,https://en.wikipedia.org/wiki/Heat_capacity,molar heat at constant pressure,
,,t,C_v,,,,,căldură molară la volum constant,molar heat at constant volume,https://en.wikipedia.org/wiki/Heat_capacity,molar heat at constant volume,
,,t,R,,,,,constanta universală a gazelor perfecte,universal constant of the perfect gas,https://en.wikipedia.org/wiki/Gas_constant,universal gas constant perfect,
,,o,n_2/x_2 - n_1/x_2,(n_2 - n_1) * R,(n_2 - n_1) * R,m^{-1},,Relaţia punctelor conjugate (prima relaţie fundamentală a dioptrului sferic),conjugated points relation (first fundamental relation of the spherical diopter),,The relationship conjugate points (first fundamental relationship diopter spherical),
,,o,"n_1, n_2",,,,,indici de refracţie,refractive indices,https://en.wikipedia.org/wiki/Refractive_index,refractive indices,
,,o,x_1,,,,,distanţa obiect-dioptru,the distance object- diopter,,distance object-dioptru,
,,o,x_2,,,,,distanţa imagine-dioptru,the distance object- diopter,,distance image-dioptru,
,,o,R,,,,,raza dioptrului,diopter radius,https://en.wikipedia.org/wiki/Dioptre,diopter range,
,,e,R,U/I,U/I,Omega,,Rezistenţa electrică în curent continuu,the electrical resistance in DC,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,The electrical resistance of the DC,
,,e,R,rho * I / S,\rho * I / S,Omega,,Rezistenţa electrică în curent continuu,the electrical resistance in DC,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,The electrical resistance of the DC,
,,e,U,,,,,tensiunea la bornele rezistenţei,the voltage at the terminals of the resistance,https://en.wikipedia.org/wiki/Voltage,the voltage across the resistance,
,,e,I,,,,,intensitatea curentului electric,electrical current intensity,https://en.wikipedia.org/wiki/Intensity_(physics),electrical current,
,,e,rho,,,,,rezistivitatea ,resistivity,https://en.wikipedia.org/wiki/Electrical_resistivity_and_conductivity,resistivity,
,,e,l,,,,,lungimea conductorului,conductor's length,,conductor length,
,,e,S,,,,,aria secţiunii conductorului,sectional area of ​​the conductor,https://en.wikipedia.org/wiki/Cross_section_(geometry),sectional area of ​​the conductor,
,,e,R,Z * cos(varphi),Z * \cos(\varphi),Omega,,Rezistenţa electrică în curent alternativ,AC electrical resistance,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,AC electrical resistance,
,,e,Z,,,,,impedanţa,impedance,https://en.wikipedia.org/wiki/Electrical_impedance,impedance,
,,e,cos(varphi),,,,,factorul de putere,power factor,https://en.wikipedia.org/wiki/Power_factor,power factor,
,,e,R_a,(n - 1)* R_v,(n - 1)* R_v,Omega,,Rezistenţa adiţionala,additional resistance,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,additional resistance,
,,e,R_v,,,,,rezistenţa voltmetrului,voltmeter resistance,https://en.wikipedia.org/wiki/Voltmeter,voltmeter resistance,
,,e,n,,,,,număr care arată de câte ori este mai mare tensiunea care trebuie măsurată decât tensiunea voltmetrului,the number that shows how many times is bigger the tension must be measured than the tension of the voltmeter,,number that shows how many times greater than the voltage to be measured voltage voltmeter,
,,e,R_p,1 / (sum_{i=1}^{n} 1/R_i),1 / (\sum_{i=1}^{n} 1/R_i),Omega,,Rezistenţa echivalentă a grupării în paralel a rezistenţelor,the equivalent resistance of parallel group of resistors ,https://en.wikipedia.org/wiki/Resistor,The equivalent resistance of resistors in parallel group,
,,e,R_i,,,,,rezistenţa nominală a fiecărui rezistor,nominal resistance of each resistor,https://en.wikipedia.org/wiki/Resistor,nominal resistance of each resistor,
,,e,R_s,sum_{i=1}^{n} R_i,\sum_{i=1}^{n} R_i,Omega,,Rezistenţa echivalentă a grupării în serie a rezistenţelor,the equivalent resistance of the group of resistors in series,https://en.wikipedia.org/wiki/Resistor,The equivalent resistance of the group of resistors in series,
,,e,R_i,,,,,rezistenţa nominală a fiecărui rezistor,nominal resistance of each resistor,https://en.wikipedia.org/wiki/Resistor,nominal resistance of each resistor,
,,e,rho,R * S / l,R * S / l,Omega * m,,Rezistivitate ,resistivity,https://en.wikipedia.org/wiki/Electrical_resistivity_and_conductivity,resistivity,
,,e,rho,rho_0 * (1 + alpha * t),\rho_0 * (1 + \alpha * t),Omega * m,,Rezistivitate,resistivity,https://en.wikipedia.org/wiki/Electrical_resistivity_and_conductivity,resistivity,
,,e,R,,,,,rezistenţa electrică,electrical resistance,https://en.wikipedia.org/wiki/Electrical_resistance_and_conductance,Electrical resistance,
,,e,l,,,,,lungimea conductorului,conductor length,https://en.wikipedia.org/wiki/Electrical_conductor,conductor length,
,,e,S,,,,,aria secţiunii conductorului,sectional area of ​​the conductor,https://en.wikipedia.org/wiki/Electrical_conductor,sectional area of ​​the conductor,
,,e,rho_0,,,,,rezistivitatea la 0 grade C,the resistivity at 0 ° C,https://en.wikipedia.org/wiki/Electrical_resistivity_and_conductivity,the resistivity at 0 ° C,
,,e,alpha,,,,,coeficient de temperatură a rezistivităţii,the temperature coefficient of resistivity,https://en.wikipedia.org/wiki/Electrical_resistivity_and_conductivity,The temperature coefficient of resistivity,
,,e,omega * L,1 / (omega * C),1 / (\omega * C),Omega,,Rezonanţa circuitului serie RLC,the resonance of the circuit RLC,https://en.wikipedia.org/wiki/Resonance,RLC series resonance circuit,
,,e,omega,,,,,pulsaţie,pulsation,,pulse,
,,e,L,,,,,inductanţa bobinei,coil inductance,https://en.wikipedia.org/wiki/Inductance,inductance coil,
,,e,C,,,,,capacitatea condensatorului,the condenser capacity ,https://en.wikipedia.org/wiki/Capacity_of_a_set,capacitance,
,,o,V,phi_{e_0} / phi_e,\phi_{e_0} / \phi_e,,,Sensibilitatea spectrală relativă a ochiului,the relative spectral sensitivity of the eye,https://en.wikipedia.org/wiki/Spectral_sensitivity,The relative spectral sensitivity of the eye,
,,o,phi_{e_0},,,,,fluxul constant de energie al radiaţiei,the constant flux of the energy of the radiation,https://en.wikipedia.org/wiki/Radiation,the constant stream of radiation energy,
,,o,phi_e ,,,,,fluxul de energie al radiaţiei cu lungimea de undă care produce aceeaşi senzaţie vizuală ca şi fluxul de energie 0,the energy flux of the radiation with the wavelength which produce the same visual sensation as the zero flux of the energy of the radiation,https://en.wikipedia.org/wiki/Radiation,the flow of energy of radiation with a wavelength that produces the same visual sensation as the energy flow 0,
,,o.a,,,,,,Serii spectrale,spectral series,https://en.wikipedia.org/wiki/Hydrogen_spectral_series,spectral series,
,,o.a,,,,,,Serii spectrale,spectral series,https://en.wikipedia.org/wiki/Hydrogen_spectral_series,spectral series,
,,o.a,nu,,,,,nr. de undă,wavenumber,https://en.wikipedia.org/wiki/Wavenumber,no. wave,
,,o.a,R,(m_0 * e^4) / (8 * c * (bar h)^3 *epsilon_0^2,(m_0 * e^4) / (8 * c * (\bar h)^3 *\epsilon_0^2,,,constanta lui Rydberg,Rydberg constant,https://en.wikipedia.org/wiki/Rydberg_constant,Rydberg's constant,
,,o.a,n_1,,,,,nr. întreg care caracterizează seria spectrală,entire number wich characterizes the spectral series,https://en.wikipedia.org/wiki/Hydrogen_spectral_series,no. which characterizes the entire spectral series,
,,o.a,n_2,,,,,nr. întreg care caracterizează linia spectrală în seria respectivă,entire number wich characterizes the spectral line in the respective series,https://en.wikipedia.org/wiki/Hydrogen_spectral_series,no. which characterizes the entire spectral line in the series,
,,o.a,m_0,,,,,masa electronului,mass of the electron,https://en.wikipedia.org/wiki/Mass_of_the_electron,mass of the electron,
,,o.a,e,,,,,sarcina electrică a electronului,the electric charge of the electron,https://en.wikipedia.org/wiki/Electron,the electric charge of the electron,
,,o.a,c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Vacuum,the speed of light in vacuum,
,,o.a,h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant,Planck's constant,
,,o.a,epsilon_0,,,,,permitivitatea electrică a vidului,electrical permittivity of vacuum,https://en.wikipedia.org/wiki/Vacuum_permittivity,electrical permittivity of vacuum,
,,o.a,,,,,,"seria Lyman, în ultraviolet","Lyman series, in ultraviolet",https://en.wikipedia.org/wiki/Lyman_series,"Lyman series, Ultraviolet",
,,o.a,,,,,,"seria Balmer, în vizibil","Balmer series, in visible",https://en.wikipedia.org/wiki/Balmer_series,Balmer series in the visible,
,,o.a,,,,,,"seria Paschen, în infraroşu apropiat","Paschen series, in close infrared",https://en.wikipedia.org/wiki/Hydrogen_spectral_series#Paschen_series_.28Bohr_series.29_.28n.E2.80.B2_.3D_3.29,"Paschen series, near-infrared",
,,o.a,,,,,,"seria Brackett, în infraroşu îndepărtat","Brackett series, in far infrared",https://en.wikipedia.org/wiki/Hydrogen_spectral_series#Brackett_series_.28n.E2.80.B2_.3D_4.29,"Brackett series, infrared remote",
,,o.a,,,,,,"seria Pfundt, în infraroşu îndepărtat","Pfundt series, in far infrared",https://en.wikipedia.org/wiki/Hydrogen_spectral_series,Pfundt series in the far infrared,
,,o.a,,,,,,"seria Humphrey, în infraroşu îndepărtat","Humphrey series , in far infrared",,"Humphrey series, infrared remote",
,,m,vec S,vec a + vec b,\vec a + \vec b,1,,"Suma (adunarea, compunerea vectorilor)","sum (assembly, vectors composition)",https://en.wikipedia.org/wiki/Vector_(mathematics_and_physics),"Amount (assembly, composition vectors)",
,,m,S,sqrt(a^2 + b^2 + 2*a*b*cos(alpha)),\sqrt(a^2 + b^2 + 2*a*b*\cos(\alpha)),,,"Suma (adunarea, compunerea vectorilor)","sum (assembly, vectors composition)",https://en.wikipedia.org/wiki/Vector_(mathematics_and_physics),"Amount (assembly, composition vectors)",
,,m,vec S,,,,,vectorul sumă,sum vector,https://en.wikipedia.org/wiki/Vector_(mathematics_and_physics),vector sum,
,,m,"vec a, vec b",,,,,vectori,vectors,https://en.wikipedia.org/wiki/Vector_(mathematics_and_physics),vectors,
,,m,cos(alpha),,,,,unghiul dintre direcţiile vectorilor a si b,the angle between vectors a and b direction,https://en.wikipedia.org/wiki/Angle,the angle between the vectors a and b directions,
,,e,R_s,,,,,Şuntul ampermetrului,the shunt of the ammeter ,https://en.wikipedia.org/wiki/Shunt_(electrical),The shunt ammeter,
,,e,R_s,R_A / (n  - 1),R_A / (n  - 1),Omega,,rezistenţa şuntului,shunt resistance,https://en.wikipedia.org/wiki/Shunt_(electrical),shunt resistance,
,,e,R_A,,,,,rezistenţa ampermetrului,ammeter resistance,https://en.wikipedia.org/wiki/Ammeter,resistance ammeter,
,,e,I,n * I_A,n * I_A,A,,intensitatea curentului care trebuie măsurată,the intensity of the current to be measured,https://en.wikipedia.org/wiki/Intensity_(physics),intensity of the current to be measured,
,,e,I_A,,,,,intensitatea maximă pe care o poate măsura ampermetrul,the maximum intensity wich can measure the ammeter,https://en.wikipedia.org/wiki/Intensity_(physics),The maximum intensity can be measured ammeter,
,,e,n,,,,,număr,number,,number,
,,t,Delta T,Delta t,\Delta t,K,,Temperatura,temperature,https://en.wikipedia.org/wiki/Temperature,Temperature,
,,t,T,t + 273.15,t + 273.15,K,,temperatura termodinamică (absolută) măsurată în grade Kelvin,thermodynamic temperature (absolute) measured in Kelvin degrees,https://en.wikipedia.org/wiki/Thermodynamic_temperature,temperature thermodynamic (absolute) measured in kelvins,
,,t,t,,,,,temperatura măsurată în grade Celsius,temperature measured in Celsius degrees,https://en.wikipedia.org/wiki/Temperature,temperature measured in degrees Celsius,
,,t,"Delta T, Delta t",,,,,variaţii de temperatură exprimate în grade Kelvin şi Celsius,temperature variation convey in Kelvin and Celsius degrees,https://en.wikipedia.org/wiki/Temperature,variations in temperature in degrees Kelvin and Celsius,
,,e,U,V_M - V_N,V_M - V_N,,,Tensiune electrică (diferenţă de potenţial),voltage (potential differenece),https://en.wikipedia.org/wiki/Voltage,Voltage (potential difference),
,,e,U,L_{M -&gt; N}/q,L_{M -&gt; N}/q,,,Tensiune electrică (diferenţă de potenţial),voltage (potential differenece),https://en.wikipedia.org/wiki/Voltage,Voltage (potential difference),
,,e,U,Q/(4*pi*epsilon) *(1/r_M - 1/r_N),Q/(4*\pi*\epsilon) *(1/r_M - 1/r_N),,,Tensiune electrică (diferenţă de potenţial),voltage (potential differenece),https://en.wikipedia.org/wiki/Voltage,Voltage (potential difference),
,,e,"V_M, V_N",,,,,potenţialele câmpului electric în punctele M şi N,the potential of the electric field at the points M and N,https://en.wikipedia.org/wiki/Electric_field,the potential of the electric field at the points M and N,
,,e,L_{M -&gt; N},,,,,lucrul mecanic al forţelor câmpului electric,the mechanical work of electric field forces,https://en.wikipedia.org/wiki/Work_(physics),the work of electric field forces,
,,e,q,,,,,sarcina electrică a corpului care se deplasează în câmpul electric între punctele M şi N,electrical charge of the body moving in the electric field between the points M and N,https://en.wikipedia.org/wiki/Electric_charge,electrical charge of the body moving in the electric field between the points M and N,
,,e,Q,,,,,sarcina care generează câmpul electric,task generating electric field,https://en.wikipedia.org/wiki/Electric_field,load generating electric field,
,,e,"r_M, r_N",,,,,distanţa de la sarcina care generează câmpul electric la punctele M şi N,distance from the task generating the electric field at points M and N,https://en.wikipedia.org/wiki/Distance,distance from the load generating the electric field at points M and N,
,,e,epsilon,,,,,permitivitatea mediului,environment permittivity,https://en.wikipedia.org/wiki/Permittivity,permittivity environment,
,,e,e,E_m * sin(omega*t),E_m * \sin(\omega*t),V,,tensiunea electromotoare alternativă,alternative electromotor tension,https://en.wikipedia.org/wiki/Tension_(physics),emf alternative,
